,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
13597,2018.0,2018-09-23,2411.0,Barclays Premier League,West Ham United,Chelsea,63.86,86.27,0.1801,0.5973,0.2226,1.06,2.09,26.6,52.8,0.0,0.0,0.84,1.73,0.49,2.37,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
13602,2018.0,2018-09-23,1854.0,Italy Serie A,Lazio,Genoa,77.54,60.29,0.675,0.1227,0.2023,2.11,0.77,56.3,19.8,4.0,1.0,2.71,0.85,2.32,1.23,3.71,1.05,,,,,,,,,,,,,,,,,,,,,,,
13604,2018.0,2018-09-23,1854.0,Italy Serie A,Bologna,AS Roma,56.02,77.41,0.2072,0.5407,0.2521,0.96,1.7,41.3,53.9,2.0,0.0,1.02,3.08,0.54,2.48,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,
13605,2018.0,2018-09-23,1843.0,French Ligue 1,Stade Rennes,Paris Saint-Germain,63.42,87.69,0.1656,0.6246,0.2099,1.01,2.14,30.5,48.6,1.0,3.0,1.05,1.52,0.75,1.74,1.05,2.83,,,,,,,,,,,,,,,,,,,,,,,
13608,2018.0,2018-09-23,1854.0,Italy Serie A,Chievo Verona,Udinese,55.25,60.08,0.4082,0.3043,0.2876,1.31,1.09,46.0,28.9,0.0,2.0,1.57,1.19,1.85,1.32,0.0,1.58,,,,,,,,,,,,,,,,,,,,,,,
13610,2018.0,2018-09-23,1845.0,German Bundesliga,Bayer Leverkusen,Mainz,74.14,63.0,0.5987,0.1692,0.2321,1.89,0.89,55.1,37.6,1.0,0.0,1.31,0.81,2.52,1.3,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
13620,2018.0,2018-09-23,1869.0,Spanish Primera Division,Villarreal,Valencia,74.18,78.37,0.41,0.326,0.264,1.42,1.23,26.4,34.8,0.0,0.0,0.56,0.38,1.2,0.76,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
13624,2018.0,2018-09-23,1843.0,French Ligue 1,Guingamp,Bordeaux,56.42,58.71,0.43700000000000006,0.2914,0.2716,1.47,1.15,37.4,31.0,1.0,3.0,2.06,0.96,1.23,1.18,1.05,2.63,,,,,,,,,,,,,,,,,,,,,,,
13625,2018.0,2018-09-23,2411.0,Barclays Premier League,Arsenal,Everton,80.83,65.31,0.6784,0.1336,0.188,2.44,1.0,53.3,24.1,2.0,0.0,0.92,1.0,1.98,0.75,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,
13630,2018.0,2018-09-23,1854.0,Italy Serie A,AC Milan,Atalanta,76.83,73.93,0.4833,0.2564,0.2603,1.61,1.11,57.6,48.5,2.0,2.0,2.92,2.3,1.71,1.42,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
13641,2018.0,2018-09-23,1845.0,German Bundesliga,Eintracht Frankfurt,RB Leipzig,65.86,70.53,0.3695,0.363,0.2674,1.4,1.39,34.5,53.2,1.0,1.0,1.83,2.12,1.19,1.41,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
13650,2018.0,2018-09-23,1869.0,Spanish Primera Division,Real Betis,Athletic Bilbao,75.56,74.89,0.4577,0.2612,0.2811,1.35,0.95,25.8,33.9,2.0,2.0,1.55,0.9,1.61,0.69,1.68,2.1,,,,,,,,,,,,,,,,,,,,,,,
13653,2018.0,2018-09-23,1854.0,Italy Serie A,Frosinone,Juventus,50.58,88.67,0.08199999999999999,0.755,0.163,0.67,2.43,46.2,67.3,0.0,2.0,0.09,3.4,0.21,3.19,0.0,1.58,,,,,,,,,,,,,,,,,,,,,,,
13654,2018.0,2018-09-23,1869.0,Spanish Primera Division,Barcelona,Girona FC,93.36,72.06,0.8599,0.0396,0.1005,2.99,0.53,64.1,34.3,2.0,2.0,1.88,1.34,3.05,0.71,2.1,1.68,,,,,,,,,,,,,,,,,,,,,,,
13658,2018.0,2018-09-23,1843.0,French Ligue 1,Lyon,Marseille,76.23,74.32,0.4829,0.2706,0.2465,1.75,1.26,68.9,64.4,4.0,2.0,2.25,0.97,0.96,0.68,4.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
13687,2018.0,2018-09-25,1845.0,German Bundesliga,Werder Bremen,Hertha Berlin,66.18,63.68,0.4712,0.261,0.2678,1.55,1.09,43.4,45.5,3.0,1.0,2.56,1.05,1.65,1.42,3.15,1.05,,,,,,,,,,,,,,,,,,,,,,,
13690,2018.0,2018-09-25,1843.0,French Ligue 1,AS Monaco,Angers,67.17,60.65,0.5381,0.2076,0.2543,1.68,0.94,31.8,20.6,0.0,1.0,0.9,0.42,0.92,0.37,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
13691,2018.0,2018-09-25,1843.0,French Ligue 1,Nantes,Nice,60.02,62.05,0.4338,0.2756,0.2906,1.32,1.0,29.8,18.6,1.0,2.0,1.0,1.15,1.15,1.83,1.05,2.1,,,,,,,,,,,,,,,,,,,,,,,
13694,2018.0,2018-09-25,1869.0,Spanish Primera Division,Espanyol,Eibar,75.82,75.18,0.4767,0.2338,0.2895,1.31,0.83,30.1,27.1,1.0,0.0,0.83,0.23,0.85,0.66,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
13695,2018.0,2018-09-25,1845.0,German Bundesliga,SC Freiburg,Schalke 04,59.61,70.35,0.3455,0.3726,0.2818,1.24,1.3,37.3,32.2,1.0,0.0,1.58,1.19,1.61,1.43,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
13696,2018.0,2018-09-25,1845.0,German Bundesliga,Bayern Munich,FC Augsburg,93.3,61.64,0.8844,0.027000000000000003,0.0886,3.1,0.42,27.4,29.4,1.0,1.0,1.53,1.07,1.7,0.39,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
13697,2018.0,2018-09-25,1845.0,German Bundesliga,Hannover 96,TSG Hoffenheim,61.25,72.72,0.3055,0.4402,0.2543,1.33,1.65,31.7,55.0,1.0,3.0,2.14,1.69,1.18,0.96,1.05,2.63,,,,,,,,,,,,,,,,,,,,,,,
13699,2018.0,2018-09-25,1869.0,Spanish Primera Division,Real Sociedad,Rayo Vallecano,77.03,66.82,0.5986,0.1748,0.2266,1.86,0.89,37.6,35.1,2.0,2.0,1.34,1.84,2.01,0.8,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
13701,2018.0,2018-09-25,1854.0,Italy Serie A,Internazionale,Fiorentina,81.06,72.7,0.5657,0.1864,0.2479,1.73,0.88,73.1,52.3,2.0,1.0,2.08,1.84,1.78,2.33,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,
13708,2018.0,2018-09-25,1843.0,French Ligue 1,Toulouse,St Etienne,59.35,62.43,0.406,0.2991,0.2948,1.26,1.04,21.1,26.7,2.0,3.0,1.19,1.85,1.72,1.1,2.1,3.03,,,,,,,,,,,,,,,,,,,,,,,
13709,2018.0,2018-09-25,1869.0,Spanish Primera Division,Atletico Madrid,SD Huesca,86.82,67.58,0.728,0.0851,0.1869,2.05,0.54,63.1,34.1,3.0,0.0,1.29,0.64,1.42,0.66,3.15,0.0,,,,,,,,,,,,,,,,,,,,,,,
13714,2018.0,2018-09-26,1845.0,German Bundesliga,Fortuna Düsseldorf,Bayer Leverkusen,57.62,74.24,0.2543,0.4911,0.2546,1.15,1.69,36.9,59.2,1.0,2.0,1.86,1.18,1.77,1.36,1.05,2.1,,,,,,,,,,,,,,,,,,,,,,,
13717,2018.0,2018-09-26,1843.0,French Ligue 1,Amiens,Stade Rennes,53.48,63.36,0.3592,0.3442,0.2967,1.17,1.14,39.0,25.0,2.0,1.0,0.62,1.82,0.74,1.28,1.89,1.05,,,,,,,,,,,,,,,,,,,,,,,
13720,2018.0,2018-09-26,1843.0,French Ligue 1,Marseille,Strasbourg,73.67,58.89,0.6629,0.1317,0.2054,2.1,0.81,63.8,19.7,3.0,2.0,1.27,0.73,1.11,0.64,3.15,1.89,,,,,,,,,,,,,,,,,,,,,,,
13721,2018.0,2018-09-26,1854.0,Italy Serie A,Udinese,Lazio,60.52,77.88,0.2229,0.5291,0.2479,1.05,1.75,19.9,58.4,1.0,2.0,0.91,1.41,1.04,0.89,1.05,2.1,,,,,,,,,,,,,,,,,,,,,,,
13722,2018.0,2018-09-26,1843.0,French Ligue 1,Dijon FCO,Lyon,58.03,76.81,0.2286,0.5317,0.2396,1.13,1.84,20.3,60.9,0.0,3.0,2.05,2.54,1.97,0.72,0.0,3.15,,,,,,,,,,,,,,,,,,,,,,,
13723,2018.0,2018-09-26,1843.0,French Ligue 1,Bordeaux,Lille,59.15,61.03,0.4231,0.3049,0.272,1.45,1.19,24.0,30.3,1.0,0.0,0.89,2.14,0.83,0.86,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
13726,2018.0,2018-09-26,1843.0,French Ligue 1,Nimes,Guingamp,57.35,55.87,0.45799999999999996,0.2873,0.2547,1.65,1.26,23.6,39.9,0.0,0.0,0.93,0.34,0.49,1.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
13727,2018.0,2018-09-26,1843.0,French Ligue 1,Caen,Montpellier,55.71,61.24,0.4011,0.2844,0.3145,1.14,0.91,31.3,20.9,2.0,2.0,0.89,1.39,0.85,1.19,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
13730,2018.0,2018-09-26,1869.0,Spanish Primera Division,Leganes,Barcelona,70.92,92.84,0.1439,0.6747,0.1813,1.02,2.39,38.0,73.6,2.0,1.0,1.15,0.49,0.73,1.9,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,
13733,2018.0,2018-09-26,1869.0,Spanish Primera Division,Athletic Bilbao,Villarreal,74.82,74.42,0.4851,0.2492,0.2657,1.49,0.99,27.0,25.7,0.0,3.0,0.86,2.22,1.43,1.42,0.0,2.42,,,,,,,,,,,,,,,,,,,,,,,
13735,2018.0,2018-09-26,1845.0,German Bundesliga,Borussia Dortmund,1. FC Nürnberg,78.69,60.05,0.6859999999999999,0.105,0.209,1.99,0.62,58.4,31.3,7.0,0.0,2.15,0.18,1.73,0.63,6.41,0.0,,,,,,,,,,,,,,,,,,,,,,,
13736,2018.0,2018-09-26,1845.0,German Bundesliga,Borussia Monchengladbach,Eintracht Frankfurt,66.48,65.58,0.4856,0.26,0.2544,1.69,1.17,44.5,32.2,3.0,1.0,1.5,1.29,1.77,0.97,2.78,1.05,,,,,,,,,,,,,,,,,,,,,,,
13737,2018.0,2018-09-26,1845.0,German Bundesliga,RB Leipzig,VfB Stuttgart,70.79,65.04,0.5499,0.2063,0.2438,1.8,1.01,55.1,27.0,2.0,0.0,2.82,0.81,1.72,0.84,1.85,0.0,,,,,,,,,,,,,,,,,,,,,,,
13738,2018.0,2018-09-26,1845.0,German Bundesliga,Mainz,VfL Wolfsburg,63.01,60.92,0.4595,0.2631,0.2774,1.46,1.04,27.9,27.5,0.0,0.0,0.45,1.24,1.05,1.38,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
13739,2018.0,2018-09-26,1854.0,Italy Serie A,Juventus,Bologna,89.47,56.15,0.8847,0.0163,0.0989,2.65,0.2,90.8,33.3,2.0,0.0,0.94,0.33,2.03,0.37,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,
13740,2018.0,2018-09-26,1854.0,Italy Serie A,Atalanta,Torino,74.04,66.73,0.5488,0.2035,0.2477,1.75,0.96,35.9,16.4,0.0,0.0,0.73,0.23,1.37,0.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
13741,2018.0,2018-09-26,1843.0,French Ligue 1,Paris Saint-Germain,Reims,87.73,54.19,0.8762,0.0268,0.0969,2.89,0.37,42.4,28.1,4.0,1.0,3.39,0.34,2.29,0.72,4.2,1.05,,,,,,,,,,,,,,,,,,,,,,,
13742,2018.0,2018-09-26,1854.0,Italy Serie A,Cagliari,Sampdoria,56.69,65.06,0.374,0.3506,0.2754,1.34,1.29,39.4,15.4,0.0,0.0,1.01,2.66,1.34,1.21,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
13743,2018.0,2018-09-26,1854.0,Italy Serie A,Napoli,Parma,83.15,55.55,0.7991,0.0512,0.1497,2.37,0.43,47.8,32.3,3.0,0.0,2.5,0.09,2.21,0.03,2.78,0.0,,,,,,,,,,,,,,,,,,,,,,,
13744,2018.0,2018-09-26,1854.0,Italy Serie A,Genoa,Chievo Verona,59.66,54.77,0.4785,0.2532,0.2684,1.54,1.04,32.0,44.6,2.0,0.0,1.73,1.7,1.6,1.34,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,
13746,2018.0,2018-09-26,1854.0,Italy Serie A,AS Roma,Frosinone,77.2,49.31,0.7907,0.0584,0.1509,2.41,0.5,50.9,42.2,4.0,0.0,2.35,0.56,1.94,0.84,3.76,0.0,,,,,,,,,,,,,,,,,,,,,,,
13747,2018.0,2018-09-26,1869.0,Spanish Primera Division,Sevilla FC,Real Madrid,79.98,92.54,0.2508,0.5467,0.2025,1.52,2.29,55.4,74.0,3.0,0.0,2.57,2.06,1.15,2.07,3.15,0.0,,,,,,,,,,,,,,,,,,,,,,,
13748,2018.0,2018-09-26,1869.0,Spanish Primera Division,Valencia,Celta Vigo,78.79,72.22,0.5527,0.2164,0.231,1.85,1.07,34.3,24.9,1.0,1.0,1.1,0.39,1.65,0.67,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
13760,2018.0,2018-09-27,1854.0,Italy Serie A,Spal,Sassuolo,57.59,62.49,0.3816,0.3352,0.2831,1.3,1.2,26.9,18.7,0.0,2.0,1.17,2.15,0.47,0.56,0.0,1.59,,,,,,,,,,,,,,,,,,,,,,,
13761,2018.0,2018-09-27,1869.0,Spanish Primera Division,Alavés,Getafe,71.18,76.41,0.414,0.2836,0.3024,1.17,0.91,23.5,29.2,1.0,1.0,1.71,1.11,1.37,1.4,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
13762,2018.0,2018-09-27,1869.0,Spanish Primera Division,Real Valladolid,Levante,68.67,65.69,0.4805,0.2678,0.2517,1.61,1.14,44.5,43.1,2.0,1.0,1.22,1.14,1.57,1.17,1.89,1.05,,,,,,,,,,,,,,,,,,,,,,,
13765,2018.0,2018-09-27,1854.0,Italy Serie A,Empoli,AC Milan,56.59,76.52,0.2255,0.5214,0.2531,1.03,1.7,36.5,52.4,1.0,1.0,1.13,1.57,0.6,2.49,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
13767,2018.0,2018-09-27,1869.0,Spanish Primera Division,Girona FC,Real Betis,73.02,75.38,0.4622,0.2611,0.2767,1.38,0.97,29.0,23.4,0.0,1.0,0.77,1.49,1.19,0.69,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
13783,2018.0,2018-09-28,1845.0,German Bundesliga,Hertha Berlin,Bayern Munich,62.65,92.65,0.113,0.7148,0.1722,0.9,2.51,41.6,41.3,2.0,0.0,1.42,3.04,0.44,3.78,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,
13785,2018.0,2018-09-28,1843.0,French Ligue 1,St Etienne,AS Monaco,62.91,66.6,0.4161,0.3139,0.27,1.45,1.23,33.2,26.5,2.0,0.0,1.6,2.35,0.94,1.29,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,
13788,2018.0,2018-09-28,1869.0,Spanish Primera Division,Rayo Vallecano,Espanyol,67.52,76.21,0.4061,0.3125,0.2814,1.28,1.09,43.9,31.8,2.0,2.0,1.34,1.69,0.39,0.83,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
13806,2018.0,2018-09-29,1869.0,Spanish Primera Division,Real Sociedad,Valencia,76.12,78.85,0.4519,0.2891,0.259,1.51,1.16,36.1,32.2,0.0,1.0,1.13,0.93,0.79,1.47,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
13808,2018.0,2018-09-29,2411.0,Barclays Premier League,West Ham United,Manchester United,63.69,81.11,0.2436,0.5027,0.2538,1.15,1.76,32.1,44.7,3.0,1.0,1.35,0.66,1.36,1.19,3.06,1.05,,,,,,,,,,,,,,,,,,,,,,,
13814,2018.0,2018-09-29,1854.0,Italy Serie A,AS Roma,Lazio,77.65,77.89,0.4429,0.31,0.2471,1.71,1.4,66.8,67.1,3.0,1.0,2.25,1.01,1.08,1.59,2.75,1.05,,,,,,,,,,,,,,,,,,,,,,,
13819,2018.0,2018-09-29,1845.0,German Bundesliga,Schalke 04,Mainz,69.73,62.28,0.526,0.196,0.2781,1.49,0.79,31.6,25.9,1.0,0.0,1.5,0.72,0.79,0.97,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
13820,2018.0,2018-09-29,1845.0,German Bundesliga,VfB Stuttgart,Werder Bremen,64.1,66.91,0.3978,0.3213,0.2808,1.35,1.19,33.6,46.1,2.0,1.0,2.26,0.85,1.03,1.63,1.89,1.05,,,,,,,,,,,,,,,,,,,,,,,
13822,2018.0,2018-09-29,1845.0,German Bundesliga,TSG Hoffenheim,RB Leipzig,72.75,71.76,0.4677,0.2914,0.2409,1.83,1.4,63.6,60.4,1.0,2.0,2.04,1.63,1.76,2.12,1.05,2.04,,,,,,,,,,,,,,,,,,,,,,,
13823,2018.0,2018-09-29,1845.0,German Bundesliga,VfL Wolfsburg,Borussia Monchengladbach,62.07,66.93,0.3679,0.375,0.2571,1.49,1.5,25.5,48.9,2.0,2.0,1.01,0.75,1.68,0.86,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
13824,2018.0,2018-09-29,1845.0,German Bundesliga,1. FC Nürnberg,Fortuna Düsseldorf,57.93,58.16,0.4392,0.2704,0.2905,1.34,0.99,44.7,39.1,3.0,0.0,2.22,1.15,0.98,1.97,2.95,0.0,,,,,,,,,,,,,,,,,,,,,,,
13843,2018.0,2018-09-29,2411.0,Barclays Premier League,Everton,Fulham,65.5,62.06,0.4716,0.2634,0.265,1.63,1.16,33.1,37.2,3.0,0.0,2.34,0.55,1.09,0.95,2.66,0.0,,,,,,,,,,,,,,,,,,,,,,,
13852,2018.0,2018-09-29,2411.0,Barclays Premier League,Arsenal,Watford,80.92,69.42,0.6463,0.1488,0.205,2.25,0.98,68.3,24.7,2.0,0.0,1.7,2.31,1.61,1.37,1.76,0.0,,,,,,,,,,,,,,,,,,,,,,,
13856,2018.0,2018-09-29,2411.0,Barclays Premier League,Newcastle,Leicester City,67.41,70.92,0.405,0.3036,0.2913,1.34,1.12,31.0,12.4,0.0,2.0,0.45,1.54,0.56,1.11,0.0,2.05,,,,,,,,,,,,,,,,,,,,,,,
13861,2018.0,2018-09-29,2411.0,Barclays Premier League,Manchester City,Brighton and Hove Albion,93.2,63.83,0.8899,0.0212,0.0889,2.99,0.32,65.2,21.0,2.0,0.0,3.06,0.33,4.48,0.42,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,
13863,2018.0,2018-09-29,2411.0,Barclays Premier League,Huddersfield Town,Tottenham Hotspur,58.58,84.67,0.155,0.6133,0.2318,0.85,1.93,46.1,61.6,0.0,2.0,0.43,2.17,0.78,0.62,0.0,2.1,,,,,,,,,,,,,,,,,,,,,,,
13867,2018.0,2018-09-29,2411.0,Barclays Premier League,Wolverhampton,Southampton,67.15,66.8,0.4313,0.2778,0.2909,1.38,1.05,19.0,24.7,2.0,0.0,1.51,0.86,1.52,1.08,1.67,0.0,,,,,,,,,,,,,,,,,,,,,,,
13871,2018.0,2018-09-29,1869.0,Spanish Primera Division,Barcelona,Athletic Bilbao,92.33,72.86,0.8462,0.0459,0.10800000000000001,2.93,0.57,71.8,24.8,1.0,1.0,3.54,0.88,2.52,0.46,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
13875,2018.0,2018-09-29,1843.0,French Ligue 1,Nice,Paris Saint-Germain,63.1,87.75,0.1682,0.6257,0.20600000000000002,1.05,2.2,29.6,38.1,0.0,3.0,0.4,3.55,1.01,1.76,0.0,2.52,,,,,,,,,,,,,,,,,,,,,,,
13886,2018.0,2018-09-29,1854.0,Italy Serie A,Juventus,Napoli,89.31,83.94,0.5318,0.2106,0.2576,1.65,0.94,100.0,99.3,3.0,1.0,3.15,1.55,1.31,0.73,2.82,1.05,,,,,,,,,,,,,,,,,,,,,,,
13888,2018.0,2018-09-29,2411.0,Barclays Premier League,Chelsea,Liverpool,86.65,90.83,0.3488,0.3906,0.2606,1.47,1.57,52.8,77.8,1.0,1.0,1.75,2.09,1.17,2.76,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
13889,2018.0,2018-09-29,1869.0,Spanish Primera Division,Eibar,Sevilla FC,75.25,81.12,0.3392,0.3989,0.2619,1.28,1.41,23.8,61.8,1.0,3.0,0.72,1.87,1.05,0.43,1.05,2.63,,,,,,,,,,,,,,,,,,,,,,,
13890,2018.0,2018-09-29,1845.0,German Bundesliga,Bayer Leverkusen,Borussia Dortmund,73.67,80.23,0.3836,0.3624,0.254,1.55,1.5,65.4,50.5,2.0,4.0,1.41,2.92,1.22,1.86,2.1,3.68,,,,,,,,,,,,,,,,,,,,,,,
13897,2018.0,2018-09-29,1843.0,French Ligue 1,Strasbourg,Dijon FCO,59.29,57.85,0.4652,0.2693,0.2655,1.55,1.12,23.7,19.3,3.0,0.0,0.69,0.94,0.72,0.73,2.35,0.0,,,,,,,,,,,,,,,,,,,,,,,
13898,2018.0,2018-09-29,1843.0,French Ligue 1,Reims,Bordeaux,54.1,58.79,0.4091,0.3006,0.2903,1.29,1.07,34.6,21.9,0.0,0.0,0.67,0.15,1.13,0.38,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
13899,2018.0,2018-09-29,1843.0,French Ligue 1,Angers,Guingamp,61.46,56.55,0.4693,0.2499,0.2808,1.43,0.96,17.6,41.7,0.0,1.0,0.52,1.41,1.45,1.13,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
13900,2018.0,2018-09-29,1843.0,French Ligue 1,Lyon,Nantes,76.91,58.86,0.6919,0.105,0.2031,2.03,0.64,65.8,26.4,1.0,1.0,2.35,1.34,1.25,0.91,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
13902,2018.0,2018-09-29,1843.0,French Ligue 1,Caen,Amiens,55.02,53.13,0.46399999999999997,0.2488,0.2871,1.38,0.93,36.5,38.7,1.0,0.0,1.51,0.25,0.9,0.74,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
13905,2018.0,2018-09-29,1854.0,Italy Serie A,Internazionale,Cagliari,80.42,56.18,0.7535,0.0744,0.1721,2.25,0.55,54.5,32.0,2.0,0.0,0.94,0.15,1.26,0.9,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,
13907,2018.0,2018-09-29,1869.0,Spanish Primera Division,Real Madrid,Atletico Madrid,91.85,86.99,0.6198,0.1723,0.2079,2.08,1.0,78.6,58.0,0.0,0.0,1.45,0.71,2.14,0.57,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
13946,2018.0,2018-09-30,1869.0,Spanish Primera Division,SD Huesca,Girona FC,67.44,72.22,0.4391,0.2956,0.2653,1.45,1.14,43.8,27.6,1.0,1.0,1.86,1.4,1.42,1.39,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
13951,2018.0,2018-09-30,1854.0,Italy Serie A,Bologna,Udinese,56.6,60.58,0.4039,0.289,0.307,1.19,0.96,43.7,25.3,2.0,1.0,1.35,1.05,1.64,0.67,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,
13971,2018.0,2018-09-30,1854.0,Italy Serie A,Chievo Verona,Torino,54.44,66.9,0.3429,0.3699,0.2873,1.19,1.25,41.8,13.7,0.0,1.0,0.35,1.8,0.44,1.89,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
13972,2018.0,2018-09-30,1843.0,French Ligue 1,Stade Rennes,Toulouse,63.66,58.56,0.5042,0.2174,0.2784,1.47,0.86,22.1,17.3,1.0,1.0,2.35,0.27,1.17,0.34,0.84,1.05,,,,,,,,,,,,,,,,,,,,,,,
13974,2018.0,2018-09-30,1854.0,Italy Serie A,Fiorentina,Atalanta,73.26,74.26,0.4346,0.2988,0.2665,1.51,1.21,47.5,40.4,2.0,0.0,1.01,0.84,0.44,1.75,1.58,0.0,,,,,,,,,,,,,,,,,,,,,,,
13976,2018.0,2018-09-30,1854.0,Italy Serie A,Frosinone,Genoa,48.74,59.9,0.3391,0.37799999999999995,0.2829,1.21,1.29,41.9,23.0,1.0,2.0,1.37,1.05,1.49,1.3,1.05,2.1,,,,,,,,,,,,,,,,,,,,,,,
13978,2018.0,2018-09-30,1845.0,German Bundesliga,Eintracht Frankfurt,Hannover 96,65.08,61.16,0.4724,0.2555,0.2722,1.51,1.04,29.6,37.5,4.0,1.0,2.26,0.63,1.7,0.41,3.71,1.05,,,,,,,,,,,,,,,,,,,,,,,
13986,2018.0,2018-09-30,1869.0,Spanish Primera Division,Villarreal,Real Valladolid,76.18,68.65,0.5447,0.1931,0.2622,1.53,0.79,24.3,41.0,0.0,1.0,3.71,0.77,2.38,0.36,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
13989,2018.0,2018-09-30,2411.0,Barclays Premier League,Cardiff City,Burnley,57.81,61.71,0.3982,0.3073,0.2946,1.31,1.11,49.9,44.2,1.0,2.0,1.65,0.18,2.64,0.78,1.05,2.1,,,,,,,,,,,,,,,,,,,,,,,
13990,2018.0,2018-09-30,1843.0,French Ligue 1,Montpellier,Nimes,61.7,57.11,0.4773,0.2392,0.2835,1.41,0.92,18.5,24.1,3.0,0.0,2.61,0.89,1.44,0.52,2.96,0.0,,,,,,,,,,,,,,,,,,,,,,,
13997,2018.0,2018-09-30,1845.0,German Bundesliga,FC Augsburg,SC Freiburg,63.28,60.36,0.4784,0.2588,0.2628,1.6,1.11,30.4,30.0,4.0,1.0,3.83,1.86,2.18,1.23,3.88,1.05,,,,,,,,,,,,,,,,,,,,,,,
14006,2018.0,2018-09-30,1854.0,Italy Serie A,Parma,Empoli,54.53,56.38,0.42,0.2977,0.2824,1.37,1.11,43.5,42.7,1.0,0.0,0.69,1.7,1.03,2.3,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
14010,2018.0,2018-09-30,1869.0,Spanish Primera Division,Levante,Alavés,65.74,70.98,0.4613,0.2871,0.2516,1.59,1.2,42.3,23.0,2.0,1.0,1.49,0.8,1.15,1.16,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,
14021,2018.0,2018-09-30,1854.0,Italy Serie A,Sassuolo,AC Milan,63.78,76.73,0.2818,0.461,0.2573,1.22,1.63,28.4,55.2,1.0,4.0,0.88,1.28,1.86,0.63,1.05,3.68,,,,,,,,,,,,,,,,,,,,,,,
14022,2018.0,2018-09-30,1869.0,Spanish Primera Division,Real Betis,Leganes,76.42,72.1,0.5023,0.2162,0.2815,1.38,0.8,25.5,35.3,1.0,0.0,1.98,0.44,1.92,0.37,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
14024,2018.0,2018-09-30,1843.0,French Ligue 1,Lille,Marseille,61.54,73.3,0.3021,0.4484,0.2496,1.35,1.69,37.3,66.0,3.0,0.0,2.86,0.57,1.05,0.87,2.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
14046,2018.0,2018-10-01,1854.0,Italy Serie A,Sampdoria,Spal,65.74,56.52,0.526,0.2012,0.2729,1.52,0.83,15.8,29.9,2.0,1.0,1.77,1.06,1.49,1.11,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,
